date,modal_price,min_price,max_price,rainfall_mm,avg_temp_c,avg_humidity_pct,rainfall_4wk_ma,MSP,diesel_price,fertilizer_price_index,export_ban,MSP_pct_change,diesel_pct_change,fertilizer_pct_change,MSP_4wk_ma,diesel_4wk_ma,fertilizer_4wk_ma
2015-04-21,32.58,30,36,83.0000003,27.108679,85.95999428571429,56.375000175,1410.0,55.06,100.58,0.0,0.0,-1.202225013457736,0.8624147613317312,1410.0,55.145,100.15
2015-04-28,31.3,30,36,32.6999999,27.59201257142857,84.68107871428572,55.3999997,1410.0,54.58,99.75,0.0,0.0,-0.8717762440973553,-0.8252137601908904,1410.0,55.3,100.005
2015-05-05,32.55,30,36,66.700003,27.640226428571427,84.88211428571428,64.250000425,1410.0,54.01,100.18,0.0,0.0,-1.0443385855624765,0.4310776942356042,1410.0,54.845,100.0575
2015-05-12,32.5,30,36,128.3999997,26.352727,91.98193157142858,77.700000725,1410.0,53.83,100.23,0.0,0.0,-0.3332716163673366,0.0499101617089214,1410.0,54.37,100.185
2015-05-19,32.39,30,36,105.3999964,26.46314271428572,91.57990028571427,83.29999975,1410.0,56.04,100.18,0.0,0.0,4.105517369496559,-0.0498852638930458,1410.0,54.615,100.085
2015-05-26,31.03,30,36,60.2,27.625642142857146,86.55764842857143,90.174999775,1410.0,56.15,100.38,0.0,0.0,0.1962883654532454,0.1996406468356859,1410.0,55.0075,100.2425
2015-06-02,33.37,30,36,101.5000028,26.529809,90.29162571428571,98.874999725,1410.0,53.92,100.57,0.0,0.0,-3.971504897595723,0.1892807332137813,1410.0,54.985,100.34
2015-06-09,35.69,30,36,125.400002,26.336060142857143,89.23042785714286,98.1250003,1410.0,55.11,100.35,0.0,0.0,2.2069732937685327,-0.2187531072884496,1410.0,55.305,100.37
2015-06-16,34.22,30,36,113.9,25.56671342857143,91.67338071428571,100.2500012,1410.0,53.91,100.3,0.0,0.0,-2.177463255307577,-0.0498256103637295,1410.0,54.7725,100.4
2015-06-23,35.58,30,36,95.599998,26.073856857142857,91.93740171428573,109.1000007,1410.0,55.12,99.95,0.0,0.0,2.2444815433129373,-0.3489531405782564,1410.0,54.515,100.2925
2015-06-30,30.51,30,36,62.0999987,25.89647557142857,90.49113014285714,99.249999675,1410.0,54.5,100.56,0.0,0.0,-1.1248185776487565,0.6103051525762959,1410.0,54.66,100.29
2015-07-07,35.61,30,36,81.9000039,26.30123785714286,87.62746885714286,88.37500015,1410.0,55.3,99.82,0.0,0.0,1.4678899082568808,-0.7358790771678669,1410.0,54.7075,100.1575
2015-07-14,35.93,30,36,96.5000029,25.39409528571429,91.47717914285714,84.025000875,1410.0,56.19,99.95,0.0,0.0,1.6094032549728745,0.1302344219595408,1410.0,55.2775,100.07
2015-07-21,35.07,30,36,213.199992,24.560762714285715,94.70470371428571,113.424999375,1410.0,55.78,99.94,0.0,0.0,-0.7296672005694949,-0.0100050025012565,1410.0,55.4425,100.0675
2015-07-28,34.33,30,36,67.9999944,25.78427357142857,87.96533771428572,114.8999983,1410.0,56.01,99.64,0.0,0.0,0.4123341699533878,-0.3001801080648403,1410.0,55.81999999999999,99.8375
2015-08-04,33.39,30,36,108.8999944,25.29826242857143,90.61423485714286,121.649995925,1410.0,53.98,99.85,0.0,0.0,-3.624352794143904,0.2107587314331471,1410.0,55.49,99.845
2015-08-11,32.29,30,36,74.3000029,25.66224957142857,89.75766228571429,116.099995925,1410.0,54.61,99.61,0.0,0.0,1.1670989255279762,-0.240360540811213,1410.0,55.095,99.76
2015-08-18,34.17,30,36,69.4,26.31403614285714,87.24213685714287,80.14999792500001,1410.0,54.51,99.97,0.0,0.0,-0.1831166453030608,0.3614094970384451,1410.0,54.7775,99.7675
2015-08-25,34.36,30,36,41.6999989,25.92385742857143,88.29015000000001,73.57499905,1410.0,55.52,100.27,0.0,0.0,1.8528710328380216,0.3000900270081041,1410.0,54.655,99.925
2015-09-01,32.75,30,36,21.199999400000003,26.758083285714285,85.74540371428573,51.6500003,1410.0,55.28,99.74,0.0,0.0,-0.4322766570605263,-0.5285728532961054,1410.0,54.98,99.8975
2015-09-08,33.54,30,36,104.299998,25.196178428571425,92.99798071428572,59.149999075,1410.0,54.6,100.33,0.0,0.0,-1.230101302460207,0.5915379987968761,1410.0,54.9775,100.0775
2015-09-15,30.16,30,36,81.7999999,25.926236285714285,89.63243571428572,62.24999905,1410.0,56.03,99.7,0.0,0.0,2.6190476190476097,-0.6279278381341569,1410.0,55.3575,100.01
2015-09-22,34.66,30,36,60.2999995,26.18605942857143,88.34371928571429,66.8999992,1410.0,53.52,99.66,0.0,0.0,-4.479742994824198,-0.0401203610832512,1410.0,54.8575,99.8575
2015-09-29,34.41,30,36,100.5999976,25.806893,91.07556642857142,86.74999875,1410.0,56.16,100.51,0.0,0.0,4.932735426008961,0.8528998595223936,1410.0,55.0775,100.05
2015-10-06,35.08,30,36,119.899999,25.591118857142856,92.51717571428571,90.649999,1410.0,53.15,100.1,0.0,0.0,-5.359686609686609,-0.4079196099890714,1410.0,54.715,99.9925
2015-10-13,35.64,30,36,87.8999987,26.27862,89.12359142857143,92.1749987,1410.0,54.65,100.13,0.0,0.0,2.822201317027284,0.0299700299700278,1410.0,54.370000000000005,100.1
2015-10-20,34.52,30,36,25.4000014,26.692310142857146,87.992905,83.449999175,1410.0,55.82,99.76,0.0,0.0,2.140896614821597,-0.3695196244881571,1410.0,54.945,100.125
2015-10-27,32.78,30,36,54.9000002,26.28040542857143,88.17103014285715,72.02499982500001,1410.0,55.77,100.36,0.0,0.0,-0.089573629523465,0.601443464314344,1410.0,54.8475,100.0875
2015-11-03,35.67,30,36,144.80001099999998,25.657785142857144,90.97558142857145,78.250002825,1410.0,54.83,100.12,0.0,0.0,-1.6854939931863044,-0.2391390992427244,1410.0,55.2675,100.0925
2015-11-10,31.46,30,36,154.70002064,25.716416428571428,88.80622285714286,94.95000831,1410.0,55.47,99.98,0.0,0.0,1.1672442093744406,-0.1398322013583697,1410.0,55.4725,100.055
2015-11-17,32.19,30,36,51.1999957,25.652727142857145,88.49246785714286,101.400006885,1410.0,55.38,100.86,0.0,0.0,-0.1622498647917747,0.8801760352070476,1410.0,55.3625,100.33
2015-11-24,30.2,30,36,39.299997000000005,26.41730957142857,87.87393142857142,97.50000608499998,1410.0,54.83,99.91,0.0,0.0,-0.9931383170819874,-0.9418996628990706,1410.0,55.127500000000005,100.2175
2015-12-01,31.33,30,36,40.5,26.208977285714287,88.63247428571428,71.425003335,1410.0,56.01,99.99,0.0,0.0,2.152106511034102,0.0800720648583608,1410.0,55.4225,100.185
2015-12-08,35.33,30,36,58.2999988,26.08397571428572,90.75945514285716,47.324997875,1410.0,54.18,100.23,0.0,0.0,-3.2672737011247954,0.2400240024002409,1410.0,55.1,100.2475
2015-12-15,33.93,30,36,38.50000004,26.032488142857144,89.09819300000001,44.149998960000005,1410.0,54.11,99.8,0.0,0.0,-0.1291989664082726,-0.4290132694802051,1410.0,54.7825,99.9825
2015-12-22,34.2,30,36,0.9,26.300345714285715,83.093152,34.549999709999994,1410.0,53.36,100.43,0.0,0.0,-1.3860654222879298,0.6312625250501025,1410.0,54.415,100.1125
2015-12-29,35.08,33,36,0.0,26.653619,78.186048,24.42499971,1410.0,54.78,99.97,0.0,0.0,2.6611694152923526,-0.4580304689833836,1410.0,54.1075,100.10750000000002
2016-01-05,34.36,33,36,0.0,26.109570285714284,73.9948177142857,9.85000001,1410.0,59.05,101.57,0.0,0.0,7.794815626140927,1.6004801440432148,1410.0,55.325,100.4425
2016-01-12,34.66,33,36,0.1,26.71671342857143,77.40969085714286,0.25,1410.0,59.18,100.88,0.0,0.0,0.2201524132091403,-0.6793344491483722,1410.0,56.5925,100.7125
2016-01-19,35.39,33,36,3.6,27.108381285714284,77.04273228571428,0.925,1410.0,60.06,101.15,0.0,0.0,1.486988847583648,0.2676447264076342,1410.0,58.2675,100.8925
2016-01-26,33.27,33,36,1.90000005,27.744095428571427,77.08971642857144,1.4000000125,1410.0,59.11,101.61,0.0,0.0,-1.5817515817515893,0.4547701433514461,1410.0,59.35,101.3025
2016-02-02,35.19,33,36,0.0,26.745581285714284,71.13148057142857,1.4000000125,1410.0,59.64,101.81,0.0,0.0,0.8966333953645655,0.1968310205688439,1410.0,59.4975,101.3625
2016-02-09,35.34,33,36,5.8999999,27.665523428571426,76.07022371428572,2.8499999875000004,1410.0,58.22,101.76,0.0,0.0,-2.380952380952384,-0.0491110892839596,1410.0,59.2575,101.5825
2016-02-16,35.9,33,36,1.8,28.467310857142856,74.28923057142856,2.3999999875,1410.0,59.39,101.47,0.0,0.0,2.00961868773617,-0.2849842767295607,1410.0,59.09,101.6625
2016-02-23,35.33,33,36,3.20000004,28.940226857142857,73.90900928571429,2.724999985,1410.0,59.96,101.51,0.0,0.0,0.9597575349385324,0.0394205183798179,1410.0,59.3025,101.6375
2016-03-01,34.59,33,36,1.3,29.18367842857143,71.60885985714286,3.049999985,1410.0,59.69,101.74,0.0,0.0,-0.4503002001334244,0.2265786622007493,1410.0,59.315,101.62
2016-03-08,33.12,33,36,3.70000005,29.18010671428572,72.99154057142857,2.5000000225,1410.0,60.01,101.53,0.0,0.0,0.5361031998659671,-0.2064084922350995,1410.0,59.7625,101.5625
2016-03-15,33.57,33,36,6.80000025,29.571773,72.96027457142857,3.750000085,1410.0,59.15,101.02,0.0,0.0,-1.4330944842526283,-0.5023145868216394,1410.0,59.7025,101.45
2016-03-22,33.11,33,36,10.7999998,29.678917,75.38783714285715,5.650000025,1410.0,59.06,101.94,0.0,0.0,-0.1521555367709148,0.9107107503464772,1410.0,59.4775,101.5575
2016-03-29,34.58,33,36,10.1999999,29.587249142857143,73.58339128571428,7.875,1410.0,60.57,101.38,0.0,0.0,2.556721977649845,-0.5493427506376269,1410.0,59.697500000000005,101.4675
2016-04-05,33.23,33,36,13.4000003,29.66314285714285,74.91244571428571,10.3000000625,1410.0,59.0,101.33,0.0,0.0,-2.592042265147765,-0.0493193923850832,1410.0,59.44500000000001,101.4175
2016-04-12,34.49,33,36,19.50000054,29.72236742857143,76.15431571428572,13.475000135000002,1410.0,59.02,101.76,0.0,0.0,0.0338983050847563,0.4243560643442334,1410.0,59.4125,101.6025
2016-04-19,34.1,33,36,16.3000002,29.522965285714285,78.03833499999999,14.850000235,1410.0,58.7,101.09,0.0,0.0,-0.5421890884446001,-0.6584119496855334,1410.0,59.322500000000005,101.39
2016-04-26,34.36,33,36,8.0000001,30.423263428571428,72.82613371428572,14.300000285,1410.0,59.07,101.52,0.0,0.0,0.6303236797274181,0.4253635374418696,1410.0,58.947500000000005,101.425
2016-05-03,33.68,33,36,23.599999,29.551238,77.672278,16.849999959999998,1410.0,59.84,101.94,0.0,0.0,1.3035381750465591,0.4137115839243588,1410.0,59.157500000000006,101.5775
2016-05-10,35.0,33,36,72.00000209999999,28.285166285714286,85.01964214285714,29.975000349999995,1410.0,59.85,101.66,0.0,0.0,0.016711229946531,-0.2746713753188134,1410.0,59.365,101.5525
2016-05-17,35.21,33,36,127.300005,26.589928714285715,93.051048,57.72500155,1410.0,58.81,101.12,0.0,0.0,-1.7376775271512046,-0.5311823726145914,1410.0,59.3925,101.56
2016-05-24,33.63,33,36,73.4000029,27.592013142857144,89.02490342857142,74.07500225,1410.0,60.13,101.46,0.0,0.0,2.244516238734917,0.3362341772151778,1410.0,59.6575,101.545
2016-05-31,35.93,33,36,184.300008,25.80242928571429,94.233484,114.2500045,1470.0,59.66,101.23,0.0,4.255319148936176,-0.7816397804756514,-0.2266903213088755,1425.0,59.6125,101.3675
2016-06-07,35.34,33,36,170.89999799999998,25.791118,93.89931,138.975003475,1470.0,59.31,101.43,0.0,0.0,-0.5866577271203433,0.1975698903487144,1440.0,59.477500000000006,101.31
2016-06-14,34.84,33,36,102.5999973,25.98099985714285,90.96597714285714,132.80000155,1470.0,58.6,101.78,0.0,0.0,-1.197099983139438,0.3450655624568588,1455.0,59.425,101.475
2016-06-21,34.65,33,36,171.799996,24.633677,94.78221442857144,157.399999825,1470.0,58.69,101.16,0.0,0.0,0.1535836177474436,-0.6091570053055606,1470.0,59.065,101.4
2016-06-28,35.61,33,36,108.3999935,25.387844285714287,92.55354514285716,138.4249962,1470.0,57.99,101.37,0.0,0.0,-1.1927074459021858,0.2075919335705833,1470.0,58.64750000000001,101.435
2016-07-05,35.15,33,36,101.8999999,25.94915485714285,90.0733632857143,121.174996675,1470.0,59.46,102.23,0.0,0.0,2.534919813760994,0.848377231922659,1470.0,58.685,101.635
2016-07-12,33.63,33,36,94.2000036,25.38100042857143,90.83833785714286,119.07499825,1470.0,59.07,101.44,0.0,0.0,-0.6559031281533789,-0.7727672894453752,1470.0,58.8025,101.55
2016-07-19,35.85,33,36,63.7000054,25.40659557142857,88.55028085714285,92.0500006,1470.0,58.63,101.46,0.0,0.0,-0.7448789571694592,0.01971608832807,1470.0,58.7875,101.625
2016-07-26,35.1,33,36,187.299993,24.957189142857143,91.93835485714284,111.775000475,1470.0,58.9,101.7,0.0,0.0,0.4605150946614289,0.2365464222353619,1470.0,59.015,101.7075
2016-08-02,34.68,33,36,49.5999964,25.571179142857144,88.55372299999999,98.6999996,1470.0,60.06,101.56,0.0,0.0,1.9694397283531504,-0.1376597836774795,1470.0,59.165000000000006,101.54
2016-08-09,33.13,33,36,41.2000005,25.967606714285715,86.85815928571428,85.449998825,1470.0,57.81,101.45,0.0,0.0,-3.746253746253747,-0.1083103584088251,1470.0,58.85000000000001,101.5425
2016-08-16,33.32,33,36,54.399999,25.53873771428572,88.28221171428572,83.12499722499999,1470.0,59.91,101.36,0.0,0.0,3.632589517384521,-0.0887136520453468,1470.0,59.17,101.5175
2016-08-23,34.61,33,36,59.4999936,25.580701428571427,88.65039142857142,51.174997375,1470.0,59.23,101.57,0.0,0.0,-1.135035887164082,0.2071823204419898,1470.0,59.252500000000005,101.485
2016-08-30,35.96,33,36,124.2000076,24.956000142857143,91.90616857142857,69.825000175,1470.0,57.76,101.88,0.0,0.0,-2.4818504136417285,0.3052082307767989,1470.0,58.6775,101.565
2016-09-06,35.05,33,36,26.4999987,25.411952857142857,88.22457657142857,66.149999725,1470.0,57.9,101.29,0.0,0.0,0.2423822714681556,-0.5791126815861691,1470.0,58.7,101.525
2016-09-13,34.8,33,36,60.699999000000005,25.505702000000003,89.35154228571427,67.724999725,1470.0,59.25,101.43,0.0,0.0,2.3316062176165886,0.1382170006910765,1470.0,58.535,101.5425
2016-09-20,35.22,33,36,55.5000019,25.561060285714287,88.62431442857142,66.7250018,1470.0,60.36,101.45,0.0,0.0,1.8734177215189884,0.0197180321403811,1470.0,58.8175,101.5125
2016-09-27,33.02,33,36,58.7999992,25.59409514285714,89.04711842857144,50.3749997,1470.0,59.94,101.26,0.0,0.0,-0.6958250497017926,-0.1872843765401644,1470.0,59.3625,101.35750000000002
2016-10-04,35.68,33,36,9.9000005,25.92445228571429,85.11228714285714,46.22500015000001,1470.0,59.51,101.28,0.0,0.0,-0.7173840507173845,0.0197511356903046,1470.0,59.765,101.355
2016-10-11,35.36,33,36,70.20000544999999,25.77266714285714,87.25263714285714,48.6000017625,1470.0,59.14,101.53,0.0,0.0,-0.621744244664757,0.2468404423380699,1470.0,59.7375,101.38
2016-10-18,33.01,33,36,54.5999998,25.89915357142857,89.634977,48.3750012375,1470.0,59.53,102.06,0.0,0.0,0.6594521474467374,0.5220131980695264,1470.0,59.53,101.5325
2016-10-25,35.82,33,36,28.59999894,25.62802442857143,88.54189785714286,40.8250011725,1470.0,57.98,101.53,0.0,0.0,-2.603729212161942,-0.5193023711542288,1470.0,59.04,101.6
2016-11-01,34.72,33,36,87.6000029,25.519093857142856,90.96469157142856,60.2500017725,1470.0,58.21,101.17,0.0,0.0,0.396688513280452,-0.3545750024623206,1470.0,58.715,101.5725
2016-11-08,35.43,33,36,3.10000014,26.40778542857143,83.23843428571429,43.475000445,1470.0,57.97,101.47,0.0,0.0,-0.4123002920460417,0.2965305920727523,1470.0,58.4225,101.5575
2016-11-15,33.21,33,36,17.9,26.439035142857144,87.05194342857143,34.300000495000006,1470.0,59.31,101.28,0.0,0.0,2.3115404519579164,-0.1872474623041298,1470.0,58.3675,101.3625
2016-11-22,33.58,33,36,2.5999999,26.413143,85.27949214285715,27.800000735,1470.0,58.37,101.79,0.0,0.0,-1.5848929354240535,0.5035545023696741,1470.0,58.465,101.4275
2016-11-29,35.26,33,36,9.9000001,25.764333285714287,83.58352428571428,8.375000035,1470.0,58.53,101.91,0.0,0.0,0.2741134144252255,0.1178897730621741,1470.0,58.545,101.6125
2016-12-06,33.65,33,36,9.5999997,26.10183342857143,84.44478585714286,9.999999925,1470.0,58.59,101.6,0.0,0.0,0.1025115325474113,-0.3041899715435225,1470.0,58.7,101.645
2016-12-13,34.45,33,36,4.9000002,26.072964142857145,80.80679857142857,6.749999975,1470.0,59.09,101.25,0.0,0.0,0.8533879501621433,-0.3444881889763773,1470.0,58.645,101.6375
2016-12-20,33.02,33,36,1.0,26.93635771428572,80.39515342857143,6.35,1470.0,57.87,100.97,0.0,0.0,-2.0646471484176754,-0.2765432098765452,1470.0,58.52,101.4325
2016-12-27,52.4,48,55,0.2,26.95480985714286,76.79992,3.924999975,1470.0,59.81,101.08,0.0,0.0,3.3523414549853303,0.108943250470439,1470.0,58.84,101.225
2017-01-03,49.33,48,55,1.4,26.119593857142856,78.17363985714285,1.87500005,1470.0,62.93,102.53,0.0,0.0,5.216518976759743,1.4345073209339088,1470.0,59.925,101.4575
2017-01-10,52.63,48,55,6.1999999,26.07892957142857,78.22128285714287,2.199999975,1470.0,63.7,101.45,0.0,0.0,1.2235817575083408,-1.0533502389544536,1470.0,61.0775,101.5075
2017-01-17,48.5,48,55,1.9,26.195595285714287,71.90985642857143,2.424999975,1470.0,62.82,102.11,0.0,0.0,-1.3814756671899575,0.65056678166584,1470.0,62.315,101.7925
2017-01-24,53.51,48,55,11.6,27.183990285714287,72.29981214285714,5.274999975,1470.0,62.49,101.53,0.0,0.0,-0.5253104106972328,-0.568014885907353,1470.0,62.985,101.905
2017-01-31,48.97,48,55,9.2000006,26.56315571428572,81.60032142857143,7.225000125,1470.0,64.38,101.86,0.0,0.0,3.024483917426779,0.3250270855904569,1470.0,63.3475,101.7375
2017-02-07,53.69,48,55,6.7000001000000005,26.190238,79.13959842857142,7.350000175000001,1470.0,64.09,101.83,0.0,0.0,-0.4504504504504347,-0.0294521892793997,1470.0,63.445,101.8325
2017-02-14,49.68,48,55,2.20000005,27.33666771428572,67.31158914285714,7.425000187500001,1470.0,63.93,102.32,0.0,0.0,-0.2496489311905159,0.4811941471079217,1470.0,63.7225,101.885
2017-02-21,50.69,48,55,1.00000005,27.076845285714285,74.92967399999999,4.7750002,1470.0,63.72,101.65,0.0,0.0,-0.3284842796809073,-0.6548084440969437,1470.0,64.03,101.915
2017-02-28,51.38,48,55,2.4000001,27.951845428571428,75.18556057142857,3.075000075,1470.0,62.09,102.37,0.0,0.0,-2.5580665411173764,0.7083128381701886,1470.0,63.4575,102.0425
2017-03-07,48.47,48,55,58.6000004,26.817918142857145,85.48727114285714,16.05000015,1470.0,64.89,101.5,0.0,0.0,4.509582863585115,-0.8498583569405138,1470.0,63.6575,101.96
2017-03-14,53.13,48,55,39.8000045,27.105119857142856,83.296647,25.4500012625,1470.0,64.35,102.5,0.0,0.0,-0.8321775312066682,0.985221674876846,1470.0,63.7625,102.005
2017-03-21,51.65,48,55,11.09999995,27.542917285714285,85.40919199999999,27.9750012375,1470.0,63.87,102.42,0.0,0.0,-0.7459207459207362,-0.0780487804878049,1470.0,63.8,102.1975
2017-03-28,54.85,48,55,12.2000002,27.782204428571426,85.16167214285714,30.4250012625,1470.0,62.08,102.08,0.0,0.0,-2.802567715672455,-0.331966412810003,1470.0,63.79749999999999,102.125
2017-04-04,52.75,48,55,21.2000002,28.111965571428573,83.47019128571428,21.0750012125,1470.0,63.03,102.13,0.0,0.0,1.5302835051546504,0.0489811912225635,1470.0,63.3325,102.2825
2017-04-11,53.63,48,55,55.7999995,28.02922585714285,85.09654928571429,25.0749999625,1470.0,63.91,102.26,0.0,0.0,1.39616055846421,0.1272887496328367,1470.0,63.2225,102.2225
2017-04-18,50.44,48,55,38.9999999,28.16970257142857,84.263585,32.04999995,1470.0,64.86,101.67,0.0,0.0,1.4864653418870333,-0.5769606884412304,1470.0,63.47,102.035
2017-04-25,54.23,48,55,23.700001,28.531308142857142,82.94393685714286,34.92500015,1470.0,63.85,102.14,0.0,0.0,-1.5572001233425836,0.4622799252483434,1470.0,63.9125,102.05
2017-05-02,50.84,48,55,49.9999999,28.020893142857144,86.20140628571428,42.125000075,1470.0,63.76,101.61,0.0,0.0,-0.1409553641346983,-0.518895633444294,1470.0,64.095,101.92
2017-05-09,52.13,48,55,77.0999981,27.67238057142857,86.02783,47.449999725,1470.0,62.94,101.75,0.0,0.0,-1.2860727728983723,0.1377817143981996,1470.0,63.852500000000006,101.7925
2017-05-16,52.25,48,55,101.3999989,27.76018,86.62173185714286,63.04999947499999,1470.0,62.62,101.57,0.0,0.0,-0.5084207181442646,-0.1769041769041801,1470.0,63.2925,101.7675
2017-05-23,52.71,48,55,121.800004,27.43130957142857,89.01601428571429,87.575000225,1470.0,63.18,101.88,0.0,0.0,0.8942829766847682,0.3052082307767989,1470.0,63.125,101.7025
2017-05-30,53.08,48,55,236.100005,26.645298285714286,89.20453057142858,134.1000015,1550.0,64.09,101.72,0.0,5.442176870748305,1.4403292181069949,-0.1570475068708221,1490.0,63.2075,101.73
2017-06-06,51.76,48,55,171.5999993,26.42744185714286,89.13222585714286,157.7250018,1550.0,62.89,101.79,0.0,0.0,-1.8723669839288528,0.0688163586315404,1510.0,63.19499999999999,101.74
2017-06-13,48.85,48,55,165.800001,26.10095357142857,90.24321357142856,173.825002325,1550.0,63.18,102.11,0.0,0.0,0.4611225950071462,0.3143727281658348,1530.0,63.335,101.875
2017-06-20,51.86,48,55,101.6000064,26.325358285714287,89.57926142857143,168.775002925,1550.0,61.98,101.64,0.0,0.0,-1.8993352326685755,-0.4602879247869951,1550.0,63.035,101.815
2017-06-27,50.19,48,55,150.400008,25.41077428571429,91.472978,147.35000367499998,1550.0,62.84,101.81,0.0,0.0,1.387544369151339,0.1672569854388017,1550.0,62.7225,101.8375
2017-07-04,48.42,48,55,106.200002,25.811965285714287,89.72329628571428,131.00000434999998,1550.0,62.72,102.54,0.0,0.0,-0.1909611712285208,0.7170219035458336,1550.0,62.68000000000001,102.025
2017-07-11,48.92,48,55,92.5000028,25.673274714285714,89.16243757142857,112.6750048,1550.0,61.98,101.78,0.0,0.0,-1.1798469387755084,-0.7411741759313473,1550.0,62.38,101.9425
2017-07-18,51.75,48,55,81.8999994,25.831310857142856,90.12699371428572,107.75000305,1550.0,63.49,102.06,0.0,0.0,2.4362697644401576,0.2751031636863743,1550.0,62.75750000000001,102.0475
2017-07-25,52.66,48,55,47.40000134,26.560474857142857,87.65635142857143,82.000001385,1550.0,62.82,102.35,0.0,0.0,-1.0552842967396447,0.2841465804428678,1550.0,62.7525,102.1825
2017-08-01,54.26,48,55,76.4000023,26.19976457142857,88.82347,74.55000146,1550.0,64.05,101.94,0.0,0.0,1.9579751671442207,-0.400586223742061,1550.0,63.085,102.0325
2017-08-08,48.98,48,55,165.300005,25.622083714285715,89.95809799999999,92.75000201,1550.0,62.58,102.24,0.0,0.0,-2.2950819672131084,0.294290759270166,1550.0,63.235,102.1475
2017-08-15,52.72,48,55,74.000002,25.831608285714285,89.463261,90.77500266,1550.0,63.23,102.31,0.0,0.0,1.0386705017577436,0.0684663536776319,1550.0,63.17,102.21
2017-08-22,54.53,48,55,152.5999989,25.555417142857145,90.44765771428573,117.07500205,1550.0,64.19,101.97,0.0,0.0,1.5182666455796356,-0.3323233310526863,1550.0,63.5125,102.115
2017-08-29,51.34,48,55,116.3000062,25.78071514285714,89.80731957142858,127.050003025,1550.0,64.66,102.34,0.0,0.0,0.7322012774575448,0.3628518191625129,1550.0,63.665,102.215
2017-09-05,51.61,48,55,89.0999977,25.987560285714288,89.75033285714287,108.0000012,1550.0,63.28,101.5,0.0,0.0,-2.1342406433652927,-0.8207934336525335,1550.0,63.84,102.03
2017-09-12,51.72,48,55,87.200004,26.095596,89.11965857142857,111.3000017,1550.0,63.96,102.16,0.0,0.0,1.074589127686476,0.6502463054187224,1550.0,64.0225,101.9925
